date,product_id,units_sold,promo_flag,discount_pct,realised_selling_price,revenue,product_cost,impressions,clicks,ad_spend,ad_attributed_units,fulfilment_fees,profit,cpc,roas,acos,profit_margin_pct,click_to_order_proxy
2025-06-25,SKU077,14,0,0.0,14.56,203.84,108.36,3319,115,113.75,6,26.4,-44.67,0.9891304347826086,1.792,0.5580357142857143,-0.21914246467817897,0.05217391304347826
2025-06-26,SKU077,4,0,0.0,14.56,58.24,30.96,5179,186,195.09,13,8.63,-176.44,1.0488709677419354,0.2985288841047722,3.3497596153846154,-3.0295329670329667,0.06989247311827956
2025-06-27,SKU077,13,1,0.1783,11.96,155.48,100.62,2446,94,93.08,5,18.62,-56.84,0.9902127659574468,1.670391061452514,0.5986622073578596,-0.3655775662464626,0.05319148936170213
2025-06-28,SKU077,17,0,0.0,14.56,247.52,131.58,1981,55,51.22,4,36.79,27.93,0.9312727272727273,4.83248730964467,0.20693277310924368,0.11283936651583709,0.07272727272727272
2025-06-29,SKU077,13,0,0.0,14.56,189.28,100.62,3697,116,114.63,9,21.6,-47.57,0.9881896551724138,1.651225682631074,0.6056107354184277,-0.2513207945900254,0.07758620689655173
2025-06-30,SKU077,10,0,0.0,14.56,145.6,77.4,2270,89,80.56,6,14.44,-26.8,0.9051685393258427,1.8073485600794437,0.5532967032967033,-0.18406593406593408,0.06741573033707865
2025-01-01,SKU078,2,0,0.0,47.26,94.52,67.48,1832,94,89.26,11,4.55,-66.77,0.9495744680851065,1.0589289715438046,0.9443504020313163,-0.7064113415150233,0.11702127659574468
2025-01-02,SKU078,2,1,0.1635,39.53,79.06,67.48,1879,86,84.76,2,4.75,-77.93,0.9855813953488373,0.9327512977819726,1.072097141411586,-0.9857070579306856,0.023255813953488372
2025-01-03,SKU078,3,0,0.0,47.26,141.78,101.22,2128,109,115.01,4,3.63,-78.08,1.055137614678899,1.2327623684896964,0.8111863450416138,-0.550712371279447,0.03669724770642202
2025-01-04,SKU078,8,0,0.0,47.26,378.08,269.92,2108,101,108.88,5,15.51,-16.23,1.0780198019801979,3.472446730345334,0.2879813796022006,-0.04292742276766822,0.04950495049504951
2025-01-05,SKU078,5,0,0.0,47.26,236.3,168.7,1743,69,71.15,1,5.02,-8.57,1.031159420289855,3.3211524947294446,0.30110029623360135,-0.03626745662293694,0.014492753623188406
2025-01-06,SKU078,3,0,0.0,47.26,141.78,101.22,1929,91,98.3,10,5.26,-63.0,1.0802197802197802,1.4423194303153613,0.6933276907885456,-0.4443504020313161,0.10989010989010989
2025-01-07,SKU078,4,0,0.0,47.26,189.04,134.96,1181,40,37.57,2,4.36,12.15,0.93925,5.031674208144796,0.19874100719424462,0.0642721117223868,0.05
2025-01-08,SKU078,4,0,0.0,47.26,189.04,134.96,2887,146,150.15,16,4.64,-100.71,1.0284246575342466,1.2590076590076589,0.7942763436309777,-0.5327443927211172,0.1095890410958904
2025-01-09,SKU078,4,0,0.0,47.26,189.04,134.96,1289,69,70.46,3,3.23,-19.61,1.021159420289855,2.682940675560602,0.3727253491324587,-0.10373465933135845,0.043478260869565216
2025-01-10,SKU078,2,1,0.0745,43.74,87.48,67.48,2283,115,115.17,9,5.07,-100.24,1.0014782608695652,0.7595728054180777,1.3165294924554183,-1.14586191129401,0.0782608695652174
2025-01-11,SKU078,5,0,0.0,47.26,236.3,168.7,1849,107,99.98,7,4.16,-36.54,0.934392523364486,2.363472694538908,0.42310622090562844,-0.154633939906898,0.06542056074766354
2025-01-12,SKU078,5,0,0.0,47.26,236.3,168.7,2724,107,107.65,8,5.55,-45.6,1.0060747663551401,2.1950766372503483,0.4555649597968684,-0.19297503173931443,0.07476635514018691
2025-01-13,SKU078,2,1,0.1002,42.53,85.06,67.48,1242,62,67.36,6,5.47,-55.25,1.0864516129032258,1.2627672209026128,0.7919115918175406,-0.6495415001175641,0.0967741935483871
2025-01-14,SKU078,11,0,0.0,47.26,519.86,371.14,1090,40,39.8,6,23.37,85.55,0.9949999999999999,13.061809045226132,0.07655907359673758,0.16456353633670603,0.15
2025-01-15,SKU078,7,0,0.0,47.26,330.82,236.18,2135,108,109.64,8,12.64,-27.64,1.0151851851851852,3.0173294418095584,0.33141889849464967,-0.08354996674928965,0.07407407407407407
2025-01-16,SKU078,8,0,0.0,47.26,378.08,269.92,1499,64,61.9,5,11.84,34.42,0.9671875,6.107915993537964,0.16372196360558613,0.09103893355903514,0.078125
2025-01-17,SKU078,4,0,0.0,47.26,189.04,134.96,2446,120,123.7,13,9.67,-79.29,1.0308333333333333,1.5282134195634598,0.6543588658484977,-0.41943504020313166,0.10833333333333334
2025-01-18,SKU078,3,0,0.0,47.26,141.78,101.22,2118,91,96.0,5,5.97,-61.41,1.054945054945055,1.476875,0.6771053745239103,-0.43313584426576385,0.054945054945054944
2025-01-19,SKU078,6,0,0.0,47.26,283.56,202.44,2537,126,131.5,10,14.52,-64.9,1.0436507936507937,2.1563498098859317,0.4637466497390323,-0.22887572295105094,0.07936507936507936
2025-01-20,SKU078,4,0,0.0,47.26,189.04,134.96,1850,94,98.98,5,4.46,-49.36,1.0529787234042554,1.9098807839967669,0.5235928903935675,-0.26110876005078293,0.05319148936170213
2025-01-21,SKU078,5,0,0.0,47.26,236.3,168.7,2283,94,89.51,5,10.72,-32.63,0.9522340425531916,2.639928499608982,0.37879813796022005,-0.13808717731696996,0.05319148936170213
2025-01-22,SKU078,3,0,0.0,47.26,141.78,101.22,1561,69,68.66,8,3.68,-31.78,0.9950724637681159,2.064957762889601,0.4842714064042883,-0.2241500916913528,0.11594202898550725
2025-01-23,SKU078,4,0,0.0,47.26,189.04,134.96,1939,95,94.81,9,6.61,-47.34,0.998,1.9938825018457966,0.5015340668641558,-0.2504231908590775,0.09473684210526316
2025-01-24,SKU078,5,0,0.0,47.26,236.3,168.7,2202,91,93.95,6,12.33,-38.68,1.0324175824175825,2.515167642362959,0.39758781210325855,-0.1636902242911553,0.06593406593406594
2025-01-25,SKU078,6,0,0.0,47.26,283.56,202.44,2181,119,123.74,9,13.62,-56.24,1.0398319327731091,2.291579117504445,0.4363803075186909,-0.19833544928762872,0.07563025210084033
2025-01-26,SKU078,3,0,0.0,47.26,141.78,101.22,803,37,39.12,0,3.46,-2.02,1.0572972972972972,3.624233128834356,0.2759204401184934,-0.014247425588940613,0.0
2025-01-27,SKU078,5,0,0.0,47.26,236.3,168.7,2232,104,104.33,12,12.47,-49.2,1.003173076923077,2.2649285919677946,0.44151502327549724,-0.20820990266610243,0.11538461538461539
2025-01-28,SKU078,3,0,0.0,47.26,141.78,101.22,1403,64,62.98,0,7.51,-29.93,0.9840625,2.251190854239441,0.44420933841162363,-0.2111017068697983,0.0
2025-01-29,SKU078,4,0,0.0,47.26,189.04,134.96,1970,110,110.84,12,5.65,-62.41,1.0076363636363637,1.705521472392638,0.5863309352517986,-0.33014176893779096,0.10909090909090909
2025-01-30,SKU078,1,0,0.0,47.26,47.26,33.74,2114,98,93.11,7,2.31,-81.9,0.9501020408163265,0.5075716893996348,1.9701650444350403,-1.732966567922133,0.07142857142857142
2025-01-31,SKU078,3,0,0.0,47.26,141.78,101.22,1841,89,89.98,6,4.32,-53.74,1.0110112359550563,1.5756834852189374,0.6346452249964735,-0.3790379461136973,0.06741573033707865
2025-02-01,SKU078,1,0,0.0,47.26,47.26,33.74,2390,128,124.75,4,1.48,-112.71,0.974609375,0.3788376753507014,2.6396529834955564,-2.384892086330935,0.03125
2025-02-02,SKU078,9,0,0.0,47.26,425.34,303.66,2118,93,90.58,11,7.95,23.15,0.9739784946236559,4.695738573636564,0.21295904452908263,0.054427046598015706,0.11827956989247312
2025-02-03,SKU078,4,1,0.0639,44.24,176.96,134.96,1938,83,86.85,9,6.48,-51.33,1.0463855421686745,2.0375359815774328,0.49078887884267625,-0.2900655515370705,0.10843373493975904
2025-02-04,SKU078,5,0,0.0,47.26,236.3,168.7,2289,106,106.41,10,11.74,-50.55,1.0038679245283018,2.2206559533878396,0.450317393144308,-0.2139229792636479,0.09433962264150944
2025-02-05,SKU078,4,0,0.0,47.26,189.04,134.96,1785,91,94.48,8,6.25,-46.65,1.0382417582417582,2.0008467400508043,0.4997884045704613,-0.2467731696995345,0.08791208791208792
2025-02-06,SKU078,0,1,0.1283,41.2,0.0,0.0,2145,113,120.02,12,0.0,-120.02,1.0621238938053097,0.0,,,0.10619469026548672
2025-02-07,SKU078,10,0,0.0,47.26,472.6,337.4,1423,61,65.74,9,23.23,46.23,1.077704918032787,7.188926072406451,0.1391028353787558,0.09782056707575115,0.14754098360655737
2025-02-08,SKU078,1,0,0.0,47.26,47.26,33.74,1655,81,86.06,5,2.71,-75.25,1.0624691358024692,0.549151754589821,1.8209902666102413,-1.592255607278883,0.06172839506172839
2025-02-09,SKU078,6,0,0.0,47.26,283.56,202.44,2097,107,104.28,7,10.19,-33.35,0.9745794392523365,2.71921749136939,0.36775285653829876,-0.1176117929186063,0.06542056074766354
2025-02-10,SKU078,3,0,0.0,47.26,141.78,101.22,1598,88,81.62,5,7.33,-48.39,0.9275000000000001,1.7370742465082087,0.5756806319650163,-0.3413034278459585,0.056818181818181816
2025-02-11,SKU078,0,0,0.0,47.26,0.0,0.0,1910,100,101.55,14,0.0,-101.55,1.0155,0.0,,,0.14
2025-02-12,SKU078,7,0,0.0,47.26,330.82,236.18,1795,106,103.5,8,13.37,-22.23,0.9764150943396226,3.196328502415459,0.3128589565322532,-0.06719666283779699,0.07547169811320754
2025-02-13,SKU078,10,1,0.0737,43.78,437.8,337.4,1871,85,84.15,6,21.03,-4.78,0.9900000000000001,5.2026143790849675,0.1922110552763819,-0.010918227501142075,0.07058823529411765
2025-02-14,SKU078,1,0,0.0,47.26,47.26,33.74,1552,72,74.76,3,0.83,-62.07,1.0383333333333333,0.6321562332798287,1.5818874312314857,-1.3133728311468473,0.041666666666666664
2025-02-15,SKU078,5,0,0.0,47.26,236.3,168.7,1395,62,59.06,7,9.1,-0.56,0.9525806451612904,4.001015916017609,0.2499365213711384,-0.002369868810833686,0.11290322580645161
2025-02-16,SKU078,4,0,0.0,47.26,189.04,134.96,1862,102,100.77,6,4.5,-51.19,0.9879411764705882,1.8759551453805696,0.5330617858654253,-0.27078925095217943,0.058823529411764705
2025-02-17,SKU078,5,0,0.0,47.26,236.3,168.7,420,26,25.97,2,11.52,30.11,0.9988461538461538,9.098960338852523,0.10990266610241217,0.12742276766821836,0.07692307692307693
2025-02-18,SKU078,6,0,0.0,47.26,283.56,202.44,1376,61,63.82,6,7.37,9.93,1.0462295081967212,4.443121278596052,0.22506700521935394,0.03501904358865848,0.09836065573770492
2025-02-19,SKU078,3,0,0.0,47.26,141.78,101.22,1490,74,74.52,3,4.58,-38.54,1.007027027027027,1.9025764895330113,0.5256030469741854,-0.27182959514741145,0.04054054054054054
2025-02-20,SKU078,2,0,0.0,47.26,94.52,67.48,1866,103,101.59,12,1.96,-76.51,0.9863106796116505,0.9304065360763853,1.0747989843419383,-0.809458315700381,0.11650485436893204
2025-02-21,SKU078,7,0,0.0,47.26,330.82,236.18,3044,179,187.36,14,12.82,-105.54,1.0467039106145253,1.7656917164816395,0.5663502811196421,-0.3190254519073817,0.0782122905027933
2025-02-22,SKU078,8,0,0.0,47.26,378.08,269.92,2884,168,168.26,15,11.65,-71.75,1.001547619047619,2.246998692499703,0.44503808717731697,-0.18977465086754128,0.08928571428571429
2025-02-23,SKU078,5,0,0.0,47.26,236.3,168.7,1999,96,103.05,9,9.97,-45.42,1.0734375,2.2930616205725376,0.4360981802793059,-0.19221328819297503,0.09375
2025-02-24,SKU078,0,0,0.0,47.26,0.0,0.0,1026,56,57.43,7,0.0,-57.43,1.0255357142857142,0.0,,,0.125
2025-02-25,SKU078,7,0,0.0,47.26,330.82,236.18,2224,109,111.55,9,13.11,-30.02,1.023394495412844,2.9656656207978487,0.3371924309292062,-0.09074421135360619,0.08256880733944955
2025-02-26,SKU078,3,0,0.0,47.26,141.78,101.22,2050,108,113.39,5,5.89,-78.72,1.0499074074074075,1.250374812593703,0.7997601918465228,-0.5552264071096065,0.046296296296296294
2025-02-27,SKU078,9,0,0.0,47.26,425.34,303.66,1236,51,51.74,5,17.77,52.17,1.0145098039215688,8.220718979512949,0.12164386138148306,0.1226548173226125,0.09803921568627451
2025-02-28,SKU078,5,0,0.0,47.26,236.3,168.7,2157,124,124.55,11,7.18,-64.13,1.0044354838709677,1.8972300281011643,0.5270842149809564,-0.27139229792636477,0.08870967741935484
2025-03-01,SKU078,6,0,0.0,47.26,283.56,202.44,1511,73,73.4,5,6.88,0.84,1.0054794520547945,3.8632152588555857,0.2588517421357032,0.0029623360135421074,0.0684931506849315
2025-03-02,SKU078,6,0,0.0,47.26,283.56,202.44,1640,107,108.28,8,5.51,-32.67,1.0119626168224298,2.618766161802734,0.3818592185075469,-0.11521371138383411,0.07476635514018691
2025-03-03,SKU078,6,0,0.0,47.26,283.56,202.44,1788,86,91.2,10,12.63,-22.71,1.0604651162790697,3.109210526315789,0.3216250528988574,-0.08008887008040627,0.11627906976744186
2025-03-04,SKU078,5,0,0.0,47.26,236.3,168.7,2050,101,109.39,14,4.18,-45.97,1.0830693069306931,2.1601608922204956,0.4629284807448159,-0.19454083791790097,0.13861386138613863
2025-03-05,SKU078,1,0,0.0,47.26,47.26,33.74,2281,114,120.89,12,2.1,-109.47,1.0604385964912282,0.3909339068574737,2.55797714769361,-2.3163351671603896,0.10526315789473684
2025-03-06,SKU078,11,0,0.0,47.26,519.86,371.14,2387,130,137.79,14,26.92,-15.99,1.059923076923077,3.7728427316931565,0.26505212941945905,-0.03075828107567422,0.1076923076923077
2025-03-07,SKU078,7,0,0.0,47.26,330.82,236.18,2005,96,94.19,10,9.62,-9.17,0.9811458333333333,3.5122624482429132,0.28471676440360316,-0.027719001269572576,0.10416666666666667
2025-03-08,SKU078,6,0,0.0,47.26,283.56,202.44,2029,119,129.56,8,9.03,-57.47,1.0887394957983194,2.1886384686631675,0.45690506418394694,-0.2026731555931725,0.06722689075630252
2025-03-09,SKU078,5,1,0.1135,41.9,209.5,168.7,1489,78,79.81,7,11.22,-50.23,1.0232051282051282,2.6249843378022804,0.38095465393794753,-0.23976133651551312,0.08974358974358974
2025-03-10,SKU078,7,0,0.0,47.26,330.82,236.18,2192,132,126.97,13,6.88,-39.21,0.9618939393939394,2.605497361581476,0.38380388126473614,-0.11852366846018984,0.09848484848484848
2025-03-11,SKU078,7,0,0.0,47.26,330.82,236.18,2223,126,122.18,9,6.84,-34.38,0.9696825396825397,2.7076444589949253,0.36932470830058645,-0.10392358382201802,0.07142857142857142
2025-03-12,SKU078,7,0,0.0,47.26,330.82,236.18,2035,106,107.46,11,16.22,-29.04,1.0137735849056604,3.078540852410199,0.32482921226044376,-0.08778187534006408,0.10377358490566038
2025-03-13,SKU078,6,0,0.0,47.26,283.56,202.44,2095,94,101.4,6,4.89,-25.17,1.0787234042553193,2.7964497041420118,0.35759627592044013,-0.08876428269149388,0.06382978723404255
2025-03-14,SKU078,3,0,0.0,47.26,141.78,101.22,2304,114,121.97,9,8.14,-89.55,1.0699122807017545,1.1624169877838813,0.8602764846945973,-0.6316123571730851,0.07894736842105263
2025-03-15,SKU078,9,0,0.0,47.26,425.34,303.66,958,48,48.92,3,7.92,64.84,1.0191666666666668,8.69460343417825,0.11501387125593644,0.15244275168100815,0.0625
2025-03-16,SKU078,8,0,0.0,47.26,378.08,269.92,2089,104,112.39,8,12.25,-16.48,1.080673076923077,3.36400035590355,0.297265129073212,-0.04358865848497673,0.07692307692307693
2025-03-17,SKU078,7,0,0.0,47.26,330.82,236.18,713,23,24.58,2,11.26,58.8,1.068695652173913,13.458909682668837,0.07430022368659693,0.17774016081252644,0.08695652173913043
2025-03-18,SKU078,1,0,0.0,47.26,47.26,33.74,1197,72,76.85,8,1.22,-64.55,1.067361111111111,0.614964216005205,1.6261108760050782,-1.3658484976724503,0.1111111111111111
2025-03-19,SKU078,5,0,0.0,47.26,236.3,168.7,1455,49,52.15,5,7.79,7.66,1.0642857142857143,4.5311601150527325,0.220694033008887,0.032416419805332206,0.10204081632653061
2025-03-20,SKU078,7,0,0.0,47.26,330.82,236.18,1228,62,63.53,8,6.79,24.32,1.0246774193548387,5.207303636077444,0.19203796626564296,0.07351429780545311,0.12903225806451613
2025-03-21,SKU078,5,0,0.0,47.26,236.3,168.7,1863,96,89.5,10,4.88,-26.78,0.9322916666666666,2.640223463687151,0.3787558188743123,-0.11333051206093948,0.10416666666666667
2025-03-22,SKU078,6,0,0.0,47.26,283.56,202.44,1306,58,59.48,2,8.63,13.01,1.0255172413793103,4.767316745124412,0.2097616024827197,0.04588094230497954,0.034482758620689655
2025-03-23,SKU078,6,0,0.0,47.26,283.56,202.44,2129,100,100.23,7,14.08,-33.19,1.0023,2.829093085902424,0.35347016504443507,-0.11704753843983635,0.07
2025-03-24,SKU078,3,0,0.0,47.26,141.78,101.22,1550,66,67.18,1,7.36,-33.98,1.017878787878788,2.1104495385531408,0.47383269854704474,-0.23966708985752572,0.015151515151515152
2025-03-25,SKU078,5,0,0.0,47.26,236.3,168.7,2015,87,94.39,10,4.59,-31.38,1.0849425287356322,2.5034431613518384,0.3994498518831993,-0.1327972915785019,0.11494252873563218
2025-03-26,SKU078,4,0,0.0,47.26,189.04,134.96,1131,48,50.65,3,5.47,-2.04,1.0552083333333333,3.732280355380059,0.2679327126534067,-0.01079136690647482,0.0625
2025-03-27,SKU078,4,0,0.0,47.26,189.04,134.96,1602,76,71.31,4,11.19,-28.42,0.9382894736842106,2.6509605945870143,0.3772217520101566,-0.15033855268726198,0.05263157894736842
2025-03-28,SKU078,4,0,0.0,47.26,189.04,134.96,1285,61,56.94,3,8.58,-11.44,0.9334426229508196,3.3199859501229363,0.3012060939483707,-0.060516292848074485,0.04918032786885246
2025-03-29,SKU078,4,0,0.0,47.26,189.04,134.96,2091,97,102.04,8,10.45,-58.41,1.051958762886598,1.8526068208545667,0.5397799407532797,-0.3089822259839187,0.08247422680412371
2025-03-30,SKU078,4,0,0.0,47.26,189.04,134.96,1714,72,74.08,8,5.23,-25.23,1.028888888888889,2.5518358531317493,0.39187473550571306,-0.1334638171815489,0.1111111111111111
2025-03-31,SKU078,2,0,0.0,47.26,94.52,67.48,1911,112,120.8,13,4.28,-98.04,1.0785714285714285,0.7824503311258278,1.2780363944138806,-1.0372407955988152,0.11607142857142858
2025-04-01,SKU078,5,0,0.0,47.26,236.3,168.7,2664,124,127.56,6,8.73,-68.69,1.028709677419355,1.8524615867042962,0.5398222598391874,-0.2906898011002962,0.04838709677419355
2025-04-02,SKU078,2,0,0.0,47.26,94.52,67.48,1770,95,94.43,10,2.38,-69.77,0.9940000000000001,1.0009530869427088,0.9990478205670759,-0.7381506559458315,0.10526315789473684
2025-04-03,SKU078,5,0,0.0,47.26,236.3,168.7,2924,147,138.48,15,10.43,-81.31,0.9420408163265306,1.7063835932986715,0.5860347016504442,-0.34409648751586963,0.10204081632653061
2025-04-04,SKU078,1,0,0.0,47.26,47.26,33.74,448,25,23.96,1,2.8,-13.24,0.9584,1.9724540901502503,0.5069826491747779,-0.2801523487092679,0.04
2025-04-05,SKU078,6,0,0.0,47.26,283.56,202.44,1184,56,54.99,1,6.69,19.44,0.9819642857142857,5.156573922531369,0.19392721117223868,0.06855691917054592,0.017857142857142856
2025-04-06,SKU078,8,0,0.0,47.26,378.08,269.92,683,39,38.19,1,22.1,47.87,0.9792307692307691,9.899973815134853,0.1010103681760474,0.12661341515023275,0.02564102564102564
2025-04-07,SKU078,6,0,0.0,47.26,283.56,202.44,2076,99,101.66,8,9.44,-29.98,1.026868686868687,2.789297658862876,0.35851318944844124,-0.10572718295951475,0.08080808080808081
2025-04-08,SKU078,1,0,0.0,47.26,47.26,33.74,1354,54,51.34,1,2.46,-40.28,0.9507407407407408,0.9205298013245032,1.0863309352517987,-0.8523063901819722,0.018518518518518517
2025-04-09,SKU078,2,0,0.0,47.26,94.52,67.48,1856,85,84.5,6,5.1,-62.56,0.9941176470588236,1.1185798816568047,0.8939906898011003,-0.6618705035971224,0.07058823529411765
2025-04-10,SKU078,2,0,0.0,47.26,94.52,67.48,1248,56,52.33,3,2.12,-27.41,0.9344642857142856,1.806229696158991,0.553639441388066,-0.2899915361828185,0.05357142857142857
2025-04-11,SKU078,5,0,0.0,47.26,236.3,168.7,2583,112,106.37,11,8.28,-47.05,0.9497321428571429,2.221491021904672,0.4501481168006771,-0.19911129919593734,0.09821428571428571
2025-04-12,SKU078,5,0,0.0,47.26,236.3,168.7,2190,106,107.86,9,9.84,-50.1,1.0175471698113208,2.190802892638606,0.456453660600931,-0.2120186203977994,0.08490566037735849
2025-04-13,SKU078,3,0,0.0,47.26,141.78,101.22,2386,102,94.99,6,5.31,-59.74,0.9312745098039216,1.49257816612275,0.66998166172944,-0.4213570320214417,0.058823529411764705
2025-04-14,SKU078,3,0,0.0,47.26,141.78,101.22,1824,103,103.42,8,5.31,-68.17,1.0040776699029126,1.3709147166892284,0.7294399774298208,-0.48081534772182255,0.07766990291262135
2025-04-15,SKU078,4,0,0.0,47.26,189.04,134.96,1208,61,62.42,3,4.84,-13.18,1.0232786885245901,3.0285165011214352,0.33019466779517564,-0.06972069403300889,0.04918032786885246
2025-04-16,SKU078,2,0,0.0,47.26,94.52,67.48,2391,111,111.8,8,4.72,-89.48,1.0072072072072071,0.8454382826475849,1.182818451121456,-0.9466779517562421,0.07207207207207207
2025-04-17,SKU078,3,0,0.0,47.26,141.78,101.22,2424,102,104.26,7,7.45,-71.15,1.022156862745098,1.359869556877038,0.735364649456905,-0.5018338270560023,0.06862745098039216
2025-04-18,SKU078,7,0,0.0,47.26,330.82,236.18,1996,66,67.13,4,10.97,16.54,1.017121212121212,4.928050052137643,0.20292001692763437,0.04999697720814945,0.06060606060606061
2025-04-19,SKU078,7,0,0.0,47.26,330.82,236.18,1259,64,65.92,4,8.95,19.77,1.03,5.018507281553398,0.19926243878846503,0.05976059488543619,0.0625
2025-04-20,SKU078,3,0,0.0,47.26,141.78,101.22,1392,77,80.27,7,8.05,-47.76,1.0424675324675323,1.7662887753830823,0.5661588376357737,-0.33685992382564534,0.09090909090909091
2025-04-21,SKU078,8,0,0.0,47.26,378.08,269.92,1645,77,82.6,5,21.34,4.22,1.0727272727272728,4.577239709443099,0.21847228099873042,0.011161658908167584,0.06493506493506493
2025-04-22,SKU078,6,0,0.0,47.26,283.56,202.44,1943,91,87.58,5,14.33,-20.79,0.9624175824175824,3.2377255081068737,0.3088587953166878,-0.07331781633516715,0.054945054945054944
2025-04-23,SKU078,4,0,0.0,47.26,189.04,134.96,1905,97,91.18,8,9.95,-47.05,0.9400000000000001,2.0732616801930246,0.48233178163351675,-0.24888912399492172,0.08247422680412371
2025-04-24,SKU078,2,0,0.0,47.26,94.52,67.48,1584,86,93.05,9,2.25,-68.26,1.0819767441860464,1.01579795808705,0.984447735928904,-0.7221752010156581,0.10465116279069768
2025-04-25,SKU078,5,0,0.0,47.26,236.3,168.7,1110,62,57.68,3,9.69,0.23,0.9303225806451613,4.096740638002774,0.24409648751586965,0.0009733389758781211,0.04838709677419355
2025-04-26,SKU078,6,0,0.0,47.26,283.56,202.44,1285,68,63.87,3,13.84,3.41,0.9392647058823529,4.439643024894317,0.22524333474396951,0.012025673578784032,0.04411764705882353
2025-04-27,SKU078,4,0,0.0,47.26,189.04,134.96,2122,97,92.98,8,5.45,-44.35,0.9585567010309278,2.0331254033125403,0.49185357596275925,-0.234606432501058,0.08247422680412371
2025-04-28,SKU078,6,0,0.0,47.26,283.56,202.44,1419,68,66.44,4,11.91,2.77,0.9770588235294118,4.26791089704997,0.23430667230921146,0.00976865566370433,0.058823529411764705
2025-04-29,SKU078,5,0,0.0,47.26,236.3,168.7,2325,100,107.33,11,6.26,-45.99,1.0733,2.201621168359266,0.45421074904782055,-0.19462547608971645,0.11
2025-04-30,SKU078,8,0,0.0,47.26,378.08,269.92,1792,104,104.49,5,11.52,-7.85,1.0047115384615384,3.618336682936166,0.2763700804062632,-0.02076280152348709,0.04807692307692308
2025-05-01,SKU078,7,0,0.0,47.26,330.82,236.18,2277,114,120.04,11,13.91,-39.31,1.052982456140351,2.7559146951016325,0.36285593374040265,-0.11882594764524516,0.09649122807017543
2025-05-02,SKU078,3,0,0.0,47.26,141.78,101.22,2274,129,131.99,7,8.24,-99.67,1.0231782945736434,1.0741722857792257,0.9309493581605305,-0.7029905487374806,0.05426356589147287
2025-05-03,SKU078,6,0,0.0,47.26,283.56,202.44,1681,81,77.47,7,12.0,-8.35,0.9564197530864197,3.6602555828062475,0.2732049654394132,-0.02944703061080547,0.08641975308641975
2025-05-04,SKU078,2,0,0.0,47.26,94.52,67.48,1754,81,80.9,5,4.96,-58.82,0.9987654320987654,1.1683559950556242,0.8559035124841304,-0.6223021582733813,0.06172839506172839
2025-05-05,SKU078,2,0,0.0,47.26,94.52,67.48,923,42,42.32,2,2.69,-17.97,1.0076190476190476,2.2334593572778827,0.4477359289039357,-0.19011849344054169,0.047619047619047616
2025-05-06,SKU078,6,0,0.0,47.26,283.56,202.44,1484,59,58.35,4,15.86,6.91,0.9889830508474576,4.859640102827764,0.20577655522640712,0.024368740301876145,0.06779661016949153
2025-05-07,SKU078,8,0,0.0,47.26,378.08,269.92,1488,94,96.15,9,17.93,-5.92,1.022872340425532,3.9321892875715023,0.25431125687685147,-0.015658061785865426,0.09574468085106383
2025-05-08,SKU078,2,0,0.0,47.26,94.52,67.48,2293,117,115.45,9,2.71,-91.12,0.9867521367521368,0.8187093980077955,1.2214346170122725,-0.9640287769784174,0.07692307692307693
2025-05-09,SKU078,5,0,0.0,47.26,236.3,168.7,2075,103,96.59,7,13.26,-42.25,0.9377669902912622,2.446423025157884,0.40876005078290306,-0.17879813796022004,0.06796116504854369
2025-05-10,SKU078,11,0,0.0,47.26,519.86,371.14,1951,97,101.61,2,11.0,36.11,1.0475257731958763,5.116228717645901,0.19545646904935943,0.06946100873312046,0.020618556701030927
2025-05-11,SKU078,6,1,0.0523,44.79,268.74,202.44,1604,78,73.69,4,6.41,-13.8,0.9447435897435897,3.646899172207898,0.27420555183448686,-0.05135074793480688,0.05128205128205128
2025-05-12,SKU078,3,0,0.0,47.26,141.78,101.22,783,38,35.33,2,4.08,1.15,0.9297368421052631,4.013020096235494,0.2491888841867682,0.008111158132317674,0.05263157894736842
2025-05-13,SKU078,3,1,0.1708,39.19,117.57,101.22,1118,56,56.15,2,4.66,-44.46,1.0026785714285713,2.0938557435440783,0.4775878200221145,-0.37815769328910437,0.03571428571428571
2025-05-14,SKU078,5,0,0.0,47.26,236.3,168.7,2443,128,132.06,10,4.15,-68.61,1.03171875,1.7893381796153265,0.5588658484976724,-0.2903512484130343,0.078125
2025-05-15,SKU078,6,0,0.0,47.26,283.56,202.44,1592,101,100.06,4,4.89,-23.83,0.9906930693069307,2.8338996602038775,0.35287064466074197,-0.08403865143179573,0.039603960396039604
2025-05-16,SKU078,4,0,0.0,47.26,189.04,134.96,1970,94,90.24,6,4.5,-40.66,0.96,2.094858156028369,0.47735928903935676,-0.21508675412611086,0.06382978723404255
2025-05-17,SKU078,5,0,0.0,47.26,236.3,168.7,2135,113,112.74,8,12.79,-57.93,0.9976991150442478,2.095973035302466,0.4771053745239102,-0.24515446466356325,0.07079646017699115
2025-05-18,SKU078,9,0,0.0,47.26,425.34,303.66,1894,103,101.94,14,13.25,6.49,0.9897087378640776,4.172454384932313,0.23966708985752574,0.015258381530070062,0.13592233009708737
2025-05-19,SKU078,7,0,0.0,47.26,330.82,236.18,1553,83,87.28,9,18.04,-10.68,1.0515662650602409,3.7903299725022914,0.26382927271628076,-0.032283416963907866,0.10843373493975904
